ID	ax_condition	day	prepost	language	pair	second_dim_step	first_dim_step	norm_response	pred
149	highLD	1	pre-training	Japanese	kata-katta	3	3	50	41.2451106721052
149	highLD	1	pre-training	Japanese	kata-katta	3	3	70	41.2451106721052
149	highLD	1	pre-training	Japanese	kata-katta	3	3	20	41.2451106721052
149	highLD	1	pre-training	Japanese	kata-katta	3	3	39	41.2451106721052
149	highLD	1	pre-training	Japanese	kata-katta	3	4	50	50.5701629967182
149	highLD	1	pre-training	Japanese	kata-katta	3	4	70	50.5701629967182
149	highLD	1	pre-training	Japanese	kata-katta	3	4	30	50.5701629967182
149	highLD	1	pre-training	Japanese	kata-katta	3	4	30	50.5701629967182
149	highLD	1	pre-training	Japanese	kata-katta	3	5	77	52.8624310559902
149	highLD	1	pre-training	Japanese	kata-katta	3	5	40	52.8624310559902
149	highLD	1	pre-training	Japanese	kata-katta	3	5	34	52.8624310559902
149	highLD	1	pre-training	Japanese	kata-katta	3	5	30	52.8624310559902
149	highLD	1	pre-training	Japanese	kata-katta	3	6	17	53.2788728703355
149	highLD	1	pre-training	Japanese	kata-katta	3	6	50	53.2788728703355
149	highLD	1	pre-training	Japanese	kata-katta	3	6	80	53.2788728703355
149	highLD	1	pre-training	Japanese	kata-katta	3	6	80	53.2788728703355
149	highLD	1	pre-training	Japanese	kata-katta	3	7	50	53.3499683675788
149	highLD	1	pre-training	Japanese	kata-katta	3	7	70	53.3499683675788
149	highLD	1	pre-training	Japanese	kata-katta	3	7	50	53.3499683675788
149	highLD	1	pre-training	Japanese	kata-katta	3	7	70	53.3499683675788
149	highLD	1	pre-training	Japanese	toru-tooru	3	1	0	0.196369610197765
149	highLD	1	pre-training	Japanese	toru-tooru	3	1	0	0.196369610197765
149	highLD	1	pre-training	Japanese	toru-tooru	3	1	0	0.196369610197765
149	highLD	1	pre-training	Japanese	toru-tooru	3	1	0	0.196369610197765
149	highLD	1	pre-training	Japanese	toru-tooru	3	2	0	0.773205766857772
149	highLD	1	pre-training	Japanese	toru-tooru	3	2	0	0.773205766857772
149	highLD	1	pre-training	Japanese	toru-tooru	3	2	0	0.773205766857772
149	highLD	1	pre-training	Japanese	toru-tooru	3	2	0	0.773205766857772
149	highLD	1	pre-training	Japanese	toru-tooru	3	3	0	2.99367352258566
149	highLD	1	pre-training	Japanese	toru-tooru	3	3	0	2.99367352258566
149	highLD	1	pre-training	Japanese	toru-tooru	3	3	0	2.99367352258566
149	highLD	1	pre-training	Japanese	toru-tooru	3	3	0	2.99367352258566
149	highLD	1	pre-training	Japanese	toru-tooru	3	4	0	10.890920907816
149	highLD	1	pre-training	Japanese	toru-tooru	3	4	0	10.890920907816
149	highLD	1	pre-training	Japanese	toru-tooru	3	4	0	10.890920907816
149	highLD	1	pre-training	Japanese	toru-tooru	3	4	0	10.890920907816
149	highLD	1	pre-training	Japanese	toru-tooru	3	5	95	32.6163549146746
149	highLD	1	pre-training	Japanese	toru-tooru	3	5	100	32.6163549146746
149	highLD	1	pre-training	Japanese	toru-tooru	3	5	0	32.6163549146746
149	highLD	1	pre-training	Japanese	toru-tooru	3	5	0	32.6163549146746
149	highLD	1	pre-training	Japanese	toru-tooru	3	6	0	65.7180525230543
149	highLD	1	pre-training	Japanese	toru-tooru	3	6	0	65.7180525230543
149	highLD	1	pre-training	Japanese	toru-tooru	3	6	100	65.7180525230543
149	highLD	1	pre-training	Japanese	toru-tooru	3	6	100	65.7180525230543
149	highLD	1	pre-training	Japanese	toru-tooru	3	7	99	88.3612964807326
149	highLD	1	pre-training	Japanese	toru-tooru	3	7	99	88.3612964807326
149	highLD	1	pre-training	Japanese	toru-tooru	3	7	100	88.3612964807326
149	highLD	1	pre-training	Japanese	toru-tooru	3	7	100	88.3612964807326
149	highLD	2	post-training	English	indent-intent	3	1	2	3.14328494309099e-05
149	highLD	2	post-training	English	indent-intent	3	1	0	3.14328494309099e-05
149	highLD	2	post-training	English	indent-intent	3	1	0	3.14328494309099e-05
149	highLD	2	post-training	English	indent-intent	3	1	0	3.14328494309099e-05
149	highLD	2	post-training	English	indent-intent	3	2	0	0.00171423330251432
149	highLD	2	post-training	English	indent-intent	3	2	0	0.00171423330251432
149	highLD	2	post-training	English	indent-intent	3	2	0	0.00171423330251432
149	highLD	2	post-training	English	indent-intent	3	2	0	0.00171423330251432
149	highLD	2	post-training	English	indent-intent	3	3	1	0.0935061478961539
149	highLD	2	post-training	English	indent-intent	3	3	0	0.0935061478961539
149	highLD	2	post-training	English	indent-intent	3	3	0	0.0935061478961539
149	highLD	2	post-training	English	indent-intent	3	3	0	0.0935061478961539
149	highLD	2	post-training	English	indent-intent	3	4	0	4.861609146514
149	highLD	2	post-training	English	indent-intent	3	4	0	4.861609146514
149	highLD	2	post-training	English	indent-intent	3	4	0	4.861609146514
149	highLD	2	post-training	English	indent-intent	3	4	0	4.861609146514
149	highLD	2	post-training	English	indent-intent	3	5	100	73.6146848256953
149	highLD	2	post-training	English	indent-intent	3	5	0	73.6146848256953
149	highLD	2	post-training	English	indent-intent	3	5	100	73.6146848256953
149	highLD	2	post-training	English	indent-intent	3	5	99	73.6146848256953
149	highLD	2	post-training	English	indent-intent	3	6	100	99.347802451216
149	highLD	2	post-training	English	indent-intent	3	6	100	99.347802451216
149	highLD	2	post-training	English	indent-intent	3	6	100	99.347802451216
149	highLD	2	post-training	English	indent-intent	3	6	100	99.347802451216
149	highLD	2	post-training	English	indent-intent	3	7	100	99.9879760684393
149	highLD	2	post-training	English	indent-intent	3	7	100	99.9879760684393
149	highLD	2	post-training	English	indent-intent	3	7	99	99.9879760684393
149	highLD	2	post-training	English	indent-intent	3	7	100	99.9879760684393
149	highLD	2	post-training	English	reason-risen	3	1	0	0.0474058845192116
149	highLD	2	post-training	English	reason-risen	3	1	0	0.0474058845192116
149	highLD	2	post-training	English	reason-risen	3	1	0	0.0474058845192116
149	highLD	2	post-training	English	reason-risen	3	1	0	0.0474058845192116
149	highLD	2	post-training	English	reason-risen	3	2	0	4.32215768840586
149	highLD	2	post-training	English	reason-risen	3	2	0	4.32215768840586
149	highLD	2	post-training	English	reason-risen	3	2	0	4.32215768840586
149	highLD	2	post-training	English	reason-risen	3	2	0	4.32215768840586
149	highLD	2	post-training	English	reason-risen	3	3	100	72.9831846139071
149	highLD	2	post-training	English	reason-risen	3	3	0	72.9831846139071
149	highLD	2	post-training	English	reason-risen	3	3	100	72.9831846139071
149	highLD	2	post-training	English	reason-risen	3	3	100	72.9831846139071
149	highLD	2	post-training	English	reason-risen	3	4	99	87.482137324915
149	highLD	2	post-training	English	reason-risen	3	4	0	87.482137324915
149	highLD	2	post-training	English	reason-risen	3	4	100	87.482137324915
149	highLD	2	post-training	English	reason-risen	3	4	0	87.482137324915
149	highLD	2	post-training	English	reason-risen	3	5	100	87.6638318418193
149	highLD	2	post-training	English	reason-risen	3	5	99	87.6638318418193
149	highLD	2	post-training	English	reason-risen	3	5	100	87.6638318418193
149	highLD	2	post-training	English	reason-risen	3	5	100	87.6638318418193
149	highLD	2	post-training	English	reason-risen	3	6	100	87.6657314316899
149	highLD	2	post-training	English	reason-risen	3	6	100	87.6657314316899
149	highLD	2	post-training	English	reason-risen	3	6	100	87.6657314316899
149	highLD	2	post-training	English	reason-risen	3	6	100	87.6657314316899
149	highLD	2	post-training	English	reason-risen	3	7	100	87.6657512504692
149	highLD	2	post-training	English	reason-risen	3	7	100	87.6657512504692
149	highLD	2	post-training	English	reason-risen	3	7	100	87.6657512504692
149	highLD	2	post-training	English	reason-risen	3	7	100	87.6657512504692
149	highLD	2	post-training	Japanese	kata-katta	3	1	0	2.31631827486189e-06
149	highLD	2	post-training	Japanese	kata-katta	3	1	0	2.31631827486189e-06
149	highLD	2	post-training	Japanese	kata-katta	3	1	0	2.31631827486189e-06
149	highLD	2	post-training	Japanese	kata-katta	3	1	0	2.31631827486189e-06
149	highLD	2	post-training	Japanese	kata-katta	3	2	0	0.000330585650189983
149	highLD	2	post-training	Japanese	kata-katta	3	2	0	0.000330585650189983
149	highLD	2	post-training	Japanese	kata-katta	3	2	0	0.000330585650189983
149	highLD	2	post-training	Japanese	kata-katta	3	2	1	0.000330585650189983
149	highLD	2	post-training	Japanese	kata-katta	3	3	0	0.943285461207458
149	highLD	2	post-training	Japanese	kata-katta	3	3	0	0.943285461207458
149	highLD	2	post-training	Japanese	kata-katta	3	3	0	0.943285461207458
149	highLD	2	post-training	Japanese	kata-katta	3	3	0	0.943285461207458
149	highLD	2	post-training	Japanese	kata-katta	3	4	0	49.2364554261549
149	highLD	2	post-training	Japanese	kata-katta	3	4	1	49.2364554261549
149	highLD	2	post-training	Japanese	kata-katta	3	4	100	49.2364554261549
149	highLD	2	post-training	Japanese	kata-katta	3	4	100	49.2364554261549
149	highLD	2	post-training	Japanese	kata-katta	3	5	100	50.1128083382321
149	highLD	2	post-training	Japanese	kata-katta	3	5	100	50.1128083382321
149	highLD	2	post-training	Japanese	kata-katta	3	5	0	50.1128083382321
149	highLD	2	post-training	Japanese	kata-katta	3	5	0	50.1128083382321
149	highLD	2	post-training	Japanese	kata-katta	3	6	0	50.1131130087006
149	highLD	2	post-training	Japanese	kata-katta	3	6	0	50.1131130087006
149	highLD	2	post-training	Japanese	kata-katta	3	6	98	50.1131130087006
149	highLD	2	post-training	Japanese	kata-katta	3	6	100	50.1131130087006
149	highLD	2	post-training	Japanese	kata-katta	3	7	0	50.1131131127692
149	highLD	2	post-training	Japanese	kata-katta	3	7	0	50.1131131127692
149	highLD	2	post-training	Japanese	kata-katta	3	7	100	50.1131131127692
149	highLD	2	post-training	Japanese	kata-katta	3	7	100	50.1131131127692
149	highLD	2	post-training	Japanese	toru-tooru	3	1	0	0.0261146591630045
149	highLD	2	post-training	Japanese	toru-tooru	3	1	0	0.0261146591630045
149	highLD	2	post-training	Japanese	toru-tooru	3	1	0	0.0261146591630045
149	highLD	2	post-training	Japanese	toru-tooru	3	1	0	0.0261146591630045
149	highLD	2	post-training	Japanese	toru-tooru	3	2	0	0.27457576883474
149	highLD	2	post-training	Japanese	toru-tooru	3	2	0	0.27457576883474
149	highLD	2	post-training	Japanese	toru-tooru	3	2	0	0.27457576883474
149	highLD	2	post-training	Japanese	toru-tooru	3	2	0	0.27457576883474
149	highLD	2	post-training	Japanese	toru-tooru	3	3	0	2.82028034347385
149	highLD	2	post-training	Japanese	toru-tooru	3	3	0	2.82028034347385
149	highLD	2	post-training	Japanese	toru-tooru	3	3	0	2.82028034347385
149	highLD	2	post-training	Japanese	toru-tooru	3	3	0	2.82028034347385
149	highLD	2	post-training	Japanese	toru-tooru	3	4	0	23.424361368718
149	highLD	2	post-training	Japanese	toru-tooru	3	4	0	23.424361368718
149	highLD	2	post-training	Japanese	toru-tooru	3	4	99	23.424361368718
149	highLD	2	post-training	Japanese	toru-tooru	3	4	0	23.424361368718
149	highLD	2	post-training	Japanese	toru-tooru	3	5	0	76.3275302497212
149	highLD	2	post-training	Japanese	toru-tooru	3	5	100	76.3275302497212
149	highLD	2	post-training	Japanese	toru-tooru	3	5	100	76.3275302497212
149	highLD	2	post-training	Japanese	toru-tooru	3	5	100	76.3275302497212
149	highLD	2	post-training	Japanese	toru-tooru	3	6	100	97.1417015548769
149	highLD	2	post-training	Japanese	toru-tooru	3	6	100	97.1417015548769
149	highLD	2	post-training	Japanese	toru-tooru	3	6	100	97.1417015548769
149	highLD	2	post-training	Japanese	toru-tooru	3	6	100	97.1417015548769
149	highLD	2	post-training	Japanese	toru-tooru	3	7	100	99.7216245800693
149	highLD	2	post-training	Japanese	toru-tooru	3	7	100	99.7216245800693
149	highLD	2	post-training	Japanese	toru-tooru	3	7	100	99.7216245800693
149	highLD	2	post-training	Japanese	toru-tooru	3	7	100	99.7216245800693
150	lowLD	1	pre-training	English	indent-intent	3	1	0	0.411026199475492
150	lowLD	1	pre-training	English	indent-intent	3	1	0	0.411026199475492
150	lowLD	1	pre-training	English	indent-intent	3	1	0	0.411026199475492
150	lowLD	1	pre-training	English	indent-intent	3	1	0	0.411026199475492
150	lowLD	1	pre-training	English	indent-intent	3	2	0	2.04235064971199
150	lowLD	1	pre-training	English	indent-intent	3	2	0	2.04235064971199
150	lowLD	1	pre-training	English	indent-intent	3	2	10	2.04235064971199
150	lowLD	1	pre-training	English	indent-intent	3	2	0	2.04235064971199
150	lowLD	1	pre-training	English	indent-intent	3	3	0	28.4162810506232
150	lowLD	1	pre-training	English	indent-intent	3	3	35	28.4162810506232
150	lowLD	1	pre-training	English	indent-intent	3	3	50	28.4162810506232
150	lowLD	1	pre-training	English	indent-intent	3	4	90	89.8545570080814
150	lowLD	1	pre-training	English	indent-intent	3	5	100	99.5003326013804
150	lowLD	1	pre-training	English	indent-intent	3	5	100	99.5003326013804
150	lowLD	1	pre-training	English	indent-intent	3	5	100	99.5003326013804
150	lowLD	1	pre-training	English	indent-intent	3	6	100	99.977677754488
150	lowLD	1	pre-training	English	indent-intent	3	6	100	99.977677754488
150	lowLD	1	pre-training	English	indent-intent	3	6	100	99.977677754488
150	lowLD	1	pre-training	English	indent-intent	3	7	100	99.9990071944391
150	lowLD	1	pre-training	English	indent-intent	3	7	100	99.9990071944391
150	lowLD	1	pre-training	English	indent-intent	3	7	100	99.9990071944391
150	lowLD	1	pre-training	English	reason-risen	3	1	0	6.44618876902178
150	lowLD	1	pre-training	English	reason-risen	3	1	0	6.44618876902178
150	lowLD	1	pre-training	English	reason-risen	3	1	15	6.44618876902178
150	lowLD	1	pre-training	English	reason-risen	3	1	0	6.44618876902178
150	lowLD	1	pre-training	English	reason-risen	3	2	35	19.520934674098
150	lowLD	1	pre-training	English	reason-risen	3	2	20	19.520934674098
150	lowLD	1	pre-training	English	reason-risen	3	2	15	19.520934674098
150	lowLD	1	pre-training	English	reason-risen	3	2	25	19.520934674098
150	lowLD	1	pre-training	English	reason-risen	3	3	35	45.9540788339875
150	lowLD	1	pre-training	English	reason-risen	3	4	50	74.6020100016893
150	lowLD	1	pre-training	English	reason-risen	3	4	100	74.6020100016893
150	lowLD	1	pre-training	English	reason-risen	3	5	95	90.6235737879287
150	lowLD	1	pre-training	English	reason-risen	3	6	100	96.5009066356445
150	lowLD	1	pre-training	English	reason-risen	3	6	100	96.5009066356445
150	lowLD	1	pre-training	English	reason-risen	3	6	99	96.5009066356445
150	lowLD	1	pre-training	English	reason-risen	3	6	100	96.5009066356445
150	lowLD	1	pre-training	English	reason-risen	3	7	90	98.3090256450353
150	lowLD	1	pre-training	English	reason-risen	3	7	90	98.3090256450353
150	lowLD	1	pre-training	English	reason-risen	3	7	100	98.3090256450353
150	lowLD	1	pre-training	Japanese	kata-katta	3	1	85	42.5000989772082
150	lowLD	1	pre-training	Japanese	kata-katta	3	1	0	42.5000989772082
150	lowLD	1	pre-training	Japanese	kata-katta	3	2	10	71.2500354088732
150	lowLD	1	pre-training	Japanese	kata-katta	3	2	90	71.2500354088732
150	lowLD	1	pre-training	Japanese	kata-katta	3	2	85	71.2500354088732
150	lowLD	1	pre-training	Japanese	kata-katta	3	2	100	71.2500354088732
150	lowLD	1	pre-training	Japanese	kata-katta	3	3	100	74.9999351226802
150	lowLD	1	pre-training	Japanese	kata-katta	3	4	85	74.9999558411708
150	lowLD	1	pre-training	Japanese	kata-katta	3	4	85	74.9999558411708
150	lowLD	1	pre-training	Japanese	kata-katta	3	5	100	74.9999558412721
150	lowLD	1	pre-training	Japanese	kata-katta	3	6	80	74.9999558412721
150	lowLD	1	pre-training	Japanese	kata-katta	3	6	0	74.9999558412721
150	lowLD	1	pre-training	Japanese	kata-katta	3	7	75	74.9999558412721
150	lowLD	1	pre-training	Japanese	toru-tooru	3	1	0	9.10020565584889
150	lowLD	1	pre-training	Japanese	toru-tooru	3	1	0	9.10020565584889
150	lowLD	1	pre-training	Japanese	toru-tooru	3	2	0	9.13614463034727
150	lowLD	1	pre-training	Japanese	toru-tooru	3	2	0	9.13614463034727
150	lowLD	1	pre-training	Japanese	toru-tooru	3	2	10	9.13614463034727
150	lowLD	1	pre-training	Japanese	toru-tooru	3	2	50	9.13614463034727
150	lowLD	1	pre-training	Japanese	toru-tooru	3	3	0	12.2281319711312
150	lowLD	1	pre-training	Japanese	toru-tooru	3	3	15	12.2281319711312
150	lowLD	1	pre-training	Japanese	toru-tooru	3	3	15	12.2281319711312
150	lowLD	1	pre-training	Japanese	toru-tooru	3	4	50	77.1949165024863
150	lowLD	1	pre-training	Japanese	toru-tooru	3	4	85	77.1949165024863
150	lowLD	1	pre-training	Japanese	toru-tooru	3	4	75	77.1949165024863
150	lowLD	1	pre-training	Japanese	toru-tooru	3	4	100	77.1949165024863
150	lowLD	1	pre-training	Japanese	toru-tooru	3	5	100	97.8701061431068
